codigo_region,region,codigo_comuna,comuna,03/07/2020,03/30/2020,04/01/2020,04/03/2020,04/06/2020,0,04/08/2020,04/10/2020,04/13/2020,04/15/2020,0,04/17/2020,04/20/2020,04/24/2020,04/27/2020,0,04/30/2020,05/04/2020
8,Biobío,8207,Tirúa,0,-,-,2,4,0,4,4,4,4,0,4,4,4,4,0,4,4
8,Biobío,8111,Tomé,0,4,6,9,25,0,30,30,37,37,0,37,41,50,50,0,50,49
8,Biobío,8312,Tucapel,0,-,-,-,-,0,1,1,1,0,0,1,1,1,1,0,1,1
8,Biobío,8313,Yumbel,0,5,5,5,5,0,5,5,5,5,0,5,6,6,6,0,6,7
9,Araucanía,9201,Angol,0,7,13,12,15,0,23,24,28,36,0,38,51,75,80,0,106,110
9,Araucanía,9102,Carahue,0,-,2,2,3,0,6,6,18,20,0,22,26,30,31,0,30,34
9,Araucanía,9121,Cholchol,0,-,2,3,2,0,3,4,4,4,0,5,5,5,5,0,6,6
9,Araucanía,9202,Collipulli,0,-,-,-,-,0,-,-,1,1,0,0,1,2,3,0,4,4
9,Araucanía,9103,Cunco,0,-,-,-,5,0,5,5,5,6,0,6,6,6,6,0,5,5
9,Araucanía,9203,Curacautín,0,-,-,-,2,0,3,5,5,5,0,5,5,6,6,0,5,6
9,Araucanía,9104,Curarrehue,0,-,2,3,3,0,4,4,4,4,0,4,4,4,4,0,4,4
9,Araucanía,9204,Ercilla,0,-,-,-,-,0,2,2,3,3,0,4,7,8,8,0,10,10
9,Araucanía,9105,Freire,0,-,2,5,5,0,5,5,5,5,0,5,6,7,7,0,7,7
9,Araucanía,9106,Galvarino,0,-,1,1,2,0,2,2,2,2,0,2,2,2,2,0,2,2
9,Araucanía,9107,Gorbea,0,4,6,7,10,0,10,10,10,10,0,10,10,12,12,0,12,12
9,Araucanía,9108,Lautaro,0,-,8,10,16,0,19,19,22,25,0,27,30,34,38,0,38,40
9,Araucanía,9109,Loncoche,0,-,2,4,4,0,6,6,6,9,0,9,9,9,10,0,18,18
9,Araucanía,9205,Lonquimay,0,-,-,-,-,0,-,-,0,0,0,0,0,0,0,0,0,0
9,Araucanía,9206,Los Sauces,0,-,-,-,-,0,-,-,0,0,0,0,0,0,0,0,1,1
9,Araucanía,9207,Lumaco,0,-,-,-,-,0,-,-,0,0,0,0,0,0,1,0,6,6
9,Araucanía,9110,Melipeuco,0,-,-,-,-,0,-,-,0,0,0,0,0,0,0,0,0,0
9,Araucanía,9111,Nueva Imperial,0,-,2,11,16,0,20,22,25,32,0,34,37,36,44,0,47,47
9,Araucanía,9112,Padre Las Casas,0,9,14,33,44,0,49,49,49,52,0,58,71,78,87,0,98,99
9,Araucanía,9113,Perquenco,0,-,1,2,1,0,2,2,3,3,0,4,6,6,6,0,5,5
9,Araucanía,9114,Pitrufquén,0,4,6,7,11,0,12,12,16,18,0,17,19,19,19,0,20,20
9,Araucanía,9115,Pucón,0,-,3,3,4,0,5,5,5,6,0,10,11,12,14,0,14,14
9,Araucanía,9208,Purén,0,-,1,1,2,0,2,2,2,2,0,2,2,2,2,0,3,4
9,Araucanía,9209,Renaico,0,-,-,-,-,0,1,1,2,2,0,2,3,4,4,0,4,5
9,Araucanía,9116,Saavedra,0,-,-,1,1,0,1,1,1,0,0,1,8,15,16,0,24,33
9,Araucanía,9101,Temuco,0,154,225,293,365,0,407,443,471,506,0,547,605,644,665,0,673,683
9,Araucanía,9117,Teodoro Schmidt,0,-,4,2,3,0,3,4,5,5,0,5,5,6,6,0,6,6
9,Araucanía,9118,Toltén,0,-,3,4,5,0,7,7,7,6,0,6,6,6,6,0,6,6
9,Araucanía,9210,Traiguén,0,-,-,-,-,0,-,1,2,2,0,2,3,3,3,0,2,2
9,Araucanía,9211,Victoria,0,5,7,11,12,0,15,15,15,13,0,13,28,55,58,0,70,71
9,Araucanía,9119,Vilcún,0,4,5,11,18,0,20,20,24,27,0,29,37,39,39,0,44,45
9,Araucanía,9120,Villarrica,0,-,4,6,11,0,15,15,18,19,0,17,18,19,19,0,20,20
14,Los Ríos,14102,Corral,0,-,-,-,-,0,-,-,0,1,0,1,1,1,1,0,1,1
14,Los Ríos,14202,Futrono,0,-,2,2,5,0,5,5,5,5,0,5,5,5,5,0,5,5
14,Los Ríos,14201,La Unión,0,-,9,10,17,0,18,18,18,23,0,23,21,27,29,0,32,39
14,Los Ríos,14203,Lago Ranco,0,-,1,1,2,0,2,2,2,2,0,2,2,2,2,0,2,2
14,Los Ríos,14103,Lanco,0,-,1,1,2,0,2,2,2,4,0,4,4,5,5,0,5,7
14,Los Ríos,14104,Los Lagos,0,-,-,-,-,0,-,-,0,0,0,0,0,0,0,0,0,0
14,Los Ríos,14105,Máfil,0,-,1,1,1,0,1,1,1,1,0,1,1,2,2,0,2,2
14,Los Ríos,14106,Mariquina,0,-,2,3,6,0,8,8,8,9,0,9,8,9,9,0,9,9
14,Los Ríos,14107,Paillaco,0,-,1,1,1,0,1,1,1,1,0,1,1,2,2,0,2,1
14,Los Ríos,14108,Panguipulli,0,-,-,-,-,0,-,-,2,0,0,0,1,0,0,0,0,0
14,Los Ríos,14204,Río Bueno,0,-,2,2,5,0,5,5,10,7,0,7,11,10,11,0,13,13
14,Los Ríos,14101,Valdivia,0,12,45,47,65,0,72,82,88,97,0,101,101,105,107,0,110,121
10,Los Lagos,10202,Ancud,0,-,-,-,-,0,2,3,3,3,0,3,8,9,9,0,10,15
10,Los Lagos,10102,Calbuco,0,4,5,5,5,0,5,5,7,5,0,8,6,7,7,0,7,7
10,Los Lagos,10201,Castro,0,-,1,1,4,0,6,7,7,7,0,7,7,7,7,0,8,8
10,Los Lagos,10401,Chaitén,0,-,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1
10,Los Lagos,10203,Chonchi,0,-,-,-,-,0,-,-,0,0,0,0,0,0,0,0,0,0
10,Los Lagos,10103,Cochamó,0,-,-,-,-,0,-,-,0,0,0,1,1,1,1,0,1,1
10,Los Lagos,10204,Curaco de Vélez,0,-,-,-,-,0,-,-,0,0,0,0,0,0,0,0,0,0
10,Los Lagos,10205,Dalcahue,0,-,-,-,-,0,-,-,0,0,0,0,0,0,0,0,0,0
10,Los Lagos,10104,Fresia,0,-,-,-,-,0,-,-,0,0,0,1,1,0,0,0,0,0
10,Los Lagos,10105,Frutillar,0,-,-,1,3,0,3,3,5,6,0,6,6,6,6,0,6,6
10,Los Lagos,10402,Futaleufú,0,-,-,-,-,0,-,-,0,0,0,0,0,0,0,0,0,0
10,Los Lagos,10403,Hualaihué,0,-,3,3,3,0,3,3,3,3,0,3,3,3,3,0,3,3
10,Los Lagos,10107,Llanquihue,0,-,-,-,-,0,-,-,3,1,0,2,1,1,1,0,1,1
10,Los Lagos,10106,Los Muermos,0,-,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1
10,Los Lagos,10108,Maullín,0,-,-,-,-,0,-,1,1,1,0,2,1,1,1,0,1,1
10,Los Lagos,10301,Osorno,0,66,120,163,190,0,207,220,232,241,0,249,265,278,282,0,306,315
10,Los Lagos,10404,Palena,0,-,-,-,-,0,-,-,0,0,0,0,0,0,0,0,0,0
10,Los Lagos,10101,Puerto Montt,0,34,44,25,35,0,37,39,68,73,0,76,75,73,73,0,52,52
10,Los Lagos,10302,Puerto Octay,0,-,1,1,1,0,1,1,1,1,0,1,1,2,4,0,4,3
10,Los Lagos,10109,Puerto Varas,0,-,1,2,4,0,3,3,6,7,0,8,8,9,9,0,9,8
10,Los Lagos,10206,Puqueldón,0,-,-,-,-,0,-,-,0,0,0,0,0,0,0,0,0,0
10,Los Lagos,10303,Purranque,0,-,1,5,5,0,11,16,16,16,0,16,16,17,17,0,19,23
10,Los Lagos,10304,Puyehue,0,-,1,1,1,0,2,2,2,1,0,1,1,1,2,0,4,4
10,Los Lagos,10207,Queilén,0,-,-,-,-,0,-,-,0,0,0,0,0,0,0,0,0,0
10,Los Lagos,10208,Quellón,0,-,-,-,-,0,-,-,0,0,0,0,0,0,0,0,0,1
10,Los Lagos,10209,Quemchi,0,-,-,-,-,0,-,-,0,0,0,0,0,0,0,0,0,0
10,Los Lagos,10210,Quinchao,0,-,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1
10,Los Lagos,10305,Río Negro,0,-,-,1,1,0,1,2,3,3,0,4,4,5,5,0,10,13
10,Los Lagos,10306,San Juan de la Costa,0,-,-,-,7,0,11,11,14,13,0,15,16,22,24,0,26,29
10,Los Lagos,10307,San Pablo,0,-,1,2,2,0,6,6,6,6,0,6,8,8,8,0,9,10
11,Aysén,11201,Aisén,0,-,1,4,5,0,4,4,3,3,0,3,1,1,1,0,1,1
11,Aysén,11401,Chile Chico,0,-,-,-,1,0,1,1,1,1,0,1,1,1,1,0,1,1
11,Aysén,11202,Cisnes,0,-,-,-,-,0,-,-,0,0,0,0,0,0,0,0,0,0
11,Aysén,11301,Cochrane,0,-,-,-,-,0,-,-,0,0,0,0,0,0,0,0,0,0
11,Aysén,11101,Coyhaique,0,-,2,2,1,0,1,1,2,2,0,2,3,3,3,0,2,2
11,Aysén,11203,Guaitecas,0,-,-,-,-,0,-,-,0,0,0,0,0,0,0,0,0,0
11,Aysén,11102,Lago Verde,0,-,-,-,-,0,-,-,0,0,0,0,0,0,0,0,0,0
11,Aysén,11302,O'Higgins,0,-,-,-,-,0,-,-,0,0,0,0,0,0,0,0,0,0
11,Aysén,11402,Río Ibáñez,0,-,-,-,-,0,-,-,0,0,0,0,0,0,0,0,0,0
11,Aysén,11303,Tortel,0,-,-,-,-,0,1,1,1,1,0,1,0,0,0,0,0,0
12,Magallanes,12202,Antártica,0,-,-,-,-,0,-,-,0,0,0,0,0,0,0,0,0,0
12,Magallanes,12201,Cabo de Hornos,0,5,6,6,10,0,11,13,18,18,0,18,17,17,19,0,19,19
12,Magallanes,12102,Laguna Blanca,0,-,-,-,-,0,-,-,0,0,0,0,0,0,0,0,0,0
12,Magallanes,12401,Natales,0,-,4,5,5,0,5,6,6,6,0,7,6,7,8,0,8,8
12,Magallanes,12301,Porvenir,0,-,2,2,3,0,3,3,4,4,0,5,8,8,8,0,8,8
12,Magallanes,12302,Primavera,0,-,-,-,-,0,-,-,0,0,0,1,1,1,1,0,1,1
12,Magallanes,12101,Punta Arenas,0,29,87,143,203,0,207,299,387,416,0,470,516,581,623,0,685,744
12,Magallanes,12103,Río Verde,0,-,-,-,-,0,-,-,0,0,0,0,0,0,0,0,0,0
12,Magallanes,12104,San Gregorio,0,-,-,-,-,0,-,-,0,0,0,0,0,0,0,0,0,0
12,Magallanes,12303,Timaukel,0,-,-,-,-,0,-,-,0,0,0,0,0,0,0,0,0,0
12,Magallanes,12402,Torres del Paine,0,-,-,-,-,0,-,-,0,0,0,0,0,0,0,0,0,1
